sep=;
STOCK;LAST PRICE;52 WRK LOW;52 WRK HIGH;SENTIMENT;BUYQT;SELLQT;SECTOR;MARKET CAP (RS CR);P/E;BOOK VALUE (RS);DIV (%);MARKET LOT;INDUSTRY P/E;EPS (TTM);P/C;PRICE/BOOK;DIV YIELD.(%);FACE VALUE (RS);DELIVERABLES (%)
JMG Corporation Ltd.;1.37;1.01;1.37;-;6600;-;PLASTICS;2.71;-;4.56;0.00%;100;9.79;-;-;0.30;-%;2.50;
KG Petrochem Ltd.;122.50;88.95;151.00;-;211;-;PLASTICS;71.24;9.73;94.25;0.00%;1;41.31;12.59;3.32;1.30;-%;10.00;100
Kingfa Science & Technology Ltd.;1131.85;615.00;1169.85;-;749;821;PLASTICS;1,370.72;99.99;110.04;0.00%;1;41.31;11.32;81.78;10.29;-%;10.00;33.95
Kisan Mouldings Ltd.;201.45;62.00;208.00;-;5084;2384;PLASTICS;682.17;-;22.71;0.00%;1;81.07;-;59.78;8.87;-%;10.00;76.65
Kkalpana Industries Ltd.;40.45;25.05;54.50;-;4941;2183;PLASTICS;380.53;30.19;28.83;0.00%;1;41.31;1.34;14.76;1.40;-%;2.00;98.67
Kriti Industries (India) Ltd.;42.80;32.00;50.45;BUY;25.65;4204;PLASTICS;212.30;51.57;14.20;15.00%;1;26.09;0.83;23.78;3.01;0.35%;1.00;90.49
Kunststoffe Industries Ltd.;30.35;19.85;60.60;-;350;10;PLASTICS;20.91;42.15;6.13;0.00%;1;41.31;0.72;15.10;4.95;-%;10.00;100
Mayur Uniquoters Ltd.;530.05;315.00;568.15;-;506;1652;PLASTICS;2,426.44;28.38;85.99;20.00%;1;41.31;18.68;23.75;6.16;0.19%;5.00;65.03
Mold-Tek Packaging Ltd.;339.80;193.00;350.00;BUY;4110;834;PLASTICS;941.61;32.77;51.97;72.00%;1;41.31;10.37;24.36;6.54;1.06%;5.00;76.74
MPL Plastics Ltd.;22.70;15.40;30.30;BUY;3467;898;PLASTICS;28.37;49.35;-138.91;0.00%;1;67.30;0.46;31.97;-;-%;10.00;100
Multibase India Ltd.;700.75;265.10;779.00;-;3109;2407;PLASTICS;884.35;54.75;50.98;0.00%;1;41.31;12.80;52.57;13.75;-%;10.00;62.74
National Plastic Industries Ltd.;68.60;50.20;91.80;-;4681;7747;PLASTICS;62.63;44.55;26.13;10.00%;1;41.31;1.54;17.77;2.63;1.46%;10.00;91.59
National Plastic Technologies Ltd.;42.00;31.45;52.00;-;1176;750;PLASTICS;25.53;46.67;32.71;0.00%;1;41.31;0.90;12.96;1.28;-%;10.00;45.37
Nilkamal Ltd.;1910.75;1453.70;2274.85;-;918;214;PLASTICS;2,851.32;25.77;467.17;110.00%;1;41.31;74.15;17.88;4.09;0.58%;10.00;37.96
Noble Polymers Ltd.;0.46;0.39;2.38;-;1000;-;PLASTICS;0.30;-;-0.07;0.00%;1;41.31;-;-;-;-%;5.00;100
OK Play India Ltd.;129.20;112.00;239.40;-;844;190;PLASTICS;240.42;369.14;22.65;0.00%;1;41.31;0.35;58.46;5.70;-%;10.00;81.45
Pearl Polymers Ltd.;42.80;24.50;55.00;-;250;2850;PLASTICS;72.05;-;31.61;0.00%;1;41.31;-;19.63;1.35;-%;10.00;49.60
Pil Italica Lifestyle  Ltd.;16.70;10.02;20.20;BUY;2000;401;PLASTICS;392.45;41.75;0.90;0.00%;1;41.31;0.40;40.73;18.56;-%;1.00;100
Plastiblends India Ltd.;248.75;218.00;551.00;-;4683;1249;PLASTICS;646.48;25.99;83.61;50.00%;1;41.31;9.57;18.36;2.98;1.01%;5.00;73.32
Precision Containeurs Ltd.;0.31;0.28;0.60;-;300;-;PLASTICS;0.69;-;-10.32;0.00%;1;41.31;-;-;-;-%;10.00;100
Premier Polyfilm Ltd.;42.15;25.65;64.70;-;1353;100;PLASTICS;88.30;24.65;16.35;10.00%;1;21.54;1.71;15.27;2.58;1.19%;5.00;55.17
Prima Plastics Ltd.;236.20;185.00;315.00;-;4115;2078;PLASTICS;259.83;26.30;51.37;20.00%;1;41.31;8.98;23.98;4.60;0.85%;10.00;83.18
Raj Packaging Industries Ltd.;41.05;30.00;64.90;BUY;450;2110;PLASTICS;18.76;17.39;22.72;5.00%;1;21.54;2.36;10.77;1.81;1.22%;10.00;89.93
Responsive Industries Ltd.;40.10;34.50;107.40;BUY;3322;563;PLASTICS;1,070.32;87.17;22.62;10.00%;1;41.31;0.46;9.64;1.77;0.25%;1.00;81.26
Rungta Irrigation Ltd.;30.15;19.55;42.00;-;35;-;PLASTICS;26.70;13.70;68.21;0.00%;1;41.47;2.20;7.71;0.44;-%;10.00;100
Safari Industries (India) Ltd.;519.95;320.00;1800.00;-;1782;902;PLASTICS;1,156.89;86.95;45.04;20.00%;1;41.31;5.98;62.80;11.54;0.08%;2.00;91.43
Sri KPR Industries Ltd.;30.00;19.80;31.85;-;1233;110;PLASTICS;60.44;25.42;16.70;10.00%;1;81.07;1.18;12.05;1.80;3.33%;10.00;100
Supreme Industries Ltd.;1385.80;862.20;1392.00;BUY;1846;2657;PLASTICS;17,603.38;48.24;122.29;750.00%;1;41.31;28.73;33.90;11.33;1.08%;2.00;70.48
Tainwala Chemicals and Plastics (India) Ltd.;122.50;43.50;149.70;BUY;281;50;PLASTICS;114.71;13.81;52.76;0.00%;1;21.54;8.87;12.96;2.32;-%;10.00;83.33
Texmo Pipes and Products Ltd.;26.90;17.80;34.75;-;2170;2500;PLASTICS;67.30;-;50.06;0.00%;1;81.07;-;12.63;0.54;-%;10.00;100
Tijaria Polypipes Ltd.;14.83;5.67;16.44;-;-;60.03;PLASTICS;35.04;-;14.57;0.00%;1;81.07;-;-;1.02;-%;10.00;100
Tokyo Plast International Ltd.;129.85;97.00;167.00;BUY;229;481;PLASTICS;123.38;22.08;59.17;5.00%;1;67.30;5.88;15.35;2.19;0.39%;10.00;59.35
TPL Plastech Ltd.;676.60;427.60;780.90;-;110;87;PLASTICS;527.77;46.66;78.67;30.00%;1;41.31;14.50;37.26;8.60;0.44%;10.00;78.90
Tulsi Extrusions Ltd.;3.70;2.40;5.80;-;3551;997;PLASTICS;10.17;-;-18.74;0.00%;1;31.77;-;-;-;-%;10.00;94.32
VIP Industries Ltd.;373.05;119.45;393.80;-;14.71;6260;PLASTICS;5,271.84;56.87;28.24;120.00%;1;41.31;6.56;50.62;13.21;0.64%;2.00;42.88
Wim Plast Ltd.;1422.65;1260.00;1690.00;-;526;1457;PLASTICS;1,707.66;37.72;218.77;70.00%;1;41.31;37.72;29.84;6.50;0.49%;10.00;97.10
Adani Power Ltd.;40.70;25.90;47.75;-;33.13;47.64;POWER - GENERATION & DISTRIBUTION;15,697.74;-;12.12;0.00%;1;15.86;-;-;3.36;-%;10.00;22.58
Advance Metering Technology Ltd.;31.95;20.45;42.00;BUY;4720;6850;POWER - GENERATION & DISTRIBUTION;51.30;-;84.04;0.00%;1;59.86;-;145.23;0.38;-%;5.00;88.20
BF Utilities Ltd.;536.35;313.20;599.00;-;8233;6159;POWER - GENERATION & DISTRIBUTION;2,020.30;-;22.50;0.00%;1;15.86;-;909.07;23.84;-%;5.00;32.87
Bil Energy Systems Ltd.;1.55;0.31;1.55;-;1.2 L;-;POWER - GENERATION & DISTRIBUTION;32.77;-;1.12;0.00%;1;18.66;-;10.33;1.38;-%;1.00;100
CESC Ltd.;1142.05;661.20;1188.95;-;1716;1571;POWER - GENERATION & DISTRIBUTION;15,138.68;17.36;1005.08;100.00%;1;15.86;65.78;11.82;1.14;0.88%;10.00;43.61
Energy Development Company Ltd.;34.35;14.35;74.00;-;46.13;49.54;POWER - GENERATION & DISTRIBUTION;163.16;27.05;37.88;5.00%;1;15.86;1.27;17.98;0.91;1.46%;10.00;69.19
Gujarat Industries Power Co. Ltd.;130.30;100.00;150.55;-;4099;2592;POWER - GENERATION & DISTRIBUTION;1,970.80;8.21;147.83;27.00%;1;15.86;15.87;5.37;0.88;2.07%;10.00;66.23
GVK Power & Infrastructure Ltd.;24.30;5.05;27.85;-;-;8.7 L;POWER - GENERATION & DISTRIBUTION;3,837.48;-;11.19;0.00%;1;15.86;-;-;2.17;-%;1.00;100
Indowind Energy Ltd.;13.42;3.97;16.45;-;58.39;-;POWER - GENERATION & DISTRIBUTION;120.43;78.94;19.33;0.00%;1;15.86;0.17;9.65;0.69;-%;10.00;100
Inox Wind Ltd.;141.85;104.90;208.70;BUY;3345;3082;POWER - GENERATION & DISTRIBUTION;3,147.91;28.20;97.55;0.00%;1;38.48;5.03;21.56;1.45;-%;10.00;35.89
Jaiprakash Power Ventures Ltd.;7.90;3.90;10.20;-;67.71;68.44;POWER - GENERATION & DISTRIBUTION;4,736.84;-;16.50;0.00%;1;15.86;-;-;0.48;-%;10.00;48.69
JSW Energy Ltd.;94.10;58.80;97.50;-;64.75;22.18;POWER - GENERATION & DISTRIBUTION;15,432.92;151.77;51.25;5.00%;1;15.86;0.62;33.13;1.84;0.53%;10.00;63.34
KSK Energy Ventures Ltd.;16.29;6.49;19.22;-;6330;1.19 L;POWER - GENERATION & DISTRIBUTION;690.67;-;73.57;0.00%;1;15.86;-;-;0.22;-%;10.00;100
NHPC Ltd.;30.80;26.30;34.50;-;40.77;73.99;POWER - GENERATION & DISTRIBUTION;31,598.71;13.94;26.26;18.00%;1;15.86;2.21;8.65;1.17;5.84%;10.00;41.14
NLC India Ltd.;107.05;83.25;123.00;-;18.21;36.97;POWER - GENERATION & DISTRIBUTION;16,363.33;6.60;79.80;73.40%;1;15.86;16.23;5.17;1.34;6.86%;10.00;55.98
NTPC Ltd.;173.30;153.30;187.95;-;8814;15.11;POWER - GENERATION & DISTRIBUTION;142,893.90;14.88;116.71;47.80%;1;15.86;11.65;9.20;1.48;2.76%;10.00;71.45
Orient Green Power Company Ltd.;13.30;7.90;17.29;-;27.5;9101;POWER - GENERATION & DISTRIBUTION;983.93;-;11.63;0.00%;1;15.86;-;-;1.14;-%;10.00;59.74
Power Grid Corporation of India Ltd.;197.00;188.05;226.40;-;76.26;65.69;POWER - GENERATION & DISTRIBUTION;103,062.32;12.82;95.20;10.00%;1;18.66;15.37;6.56;2.07;0.51%;10.00;73.67
RattanIndia Infrastructure Ltd.;7.26;2.90;11.84;-;16.99;11.19;POWER - GENERATION & DISTRIBUTION;1,003.53;-;4.92;0.00%;1;25.52;-;-;1.48;-%;2.00;100
RattanIndia Power Ltd.;7.89;5.33;9.60;-;1.92 L;1.96 L;POWER - GENERATION & DISTRIBUTION;2,329.86;-;16.79;0.00%;1;15.86;-;-;0.47;-%;10.00;34.47
Reliance Infrastructure Ltd.;544.25;390.60;630.00;-;3043;15.63;POWER - GENERATION & DISTRIBUTION;14,313.23;8.63;798.32;90.00%;1;15.86;63.05;5.53;0.68;1.65%;10.00;25.20
Reliance Power Ltd.;52.35;34.65;65.20;-;2.1 L;19.04;POWER - GENERATION & DISTRIBUTION;14,684.84;137.76;59.90;0.00%;1;15.86;0.38;118.98;0.87;-%;10.00;18.64
Schneider Electric Infrastructure Ltd.;127.60;114.50;163.00;BUY;15.88;8335;POWER - GENERATION & DISTRIBUTION;3,050.97;-;-3.89;0.00%;1;59.86;-;-;-;-%;2.00;38.05
S E Power Ltd.;10.99;6.72;21.40;-;700;1000;POWER - GENERATION & DISTRIBUTION;44.63;-;8.94;0.00%;1;15.86;-;-;1.23;-%;10.00;100
SJVN Ltd.;36.50;30.00;40.15;-;30.88;72.73;POWER - GENERATION & DISTRIBUTION;15,098.69;10.58;27.76;27.50%;1;15.86;3.45;7.16;1.31;7.53%;10.00;80.82
Suryachakra Power Corporation Ltd.;1.70;0.49;2.75;-;9523;397;POWER - GENERATION & DISTRIBUTION;25.44;-;-0.80;0.00%;1;15.86;-;-;-;-%;10.00;100
Suzlon Energy Ltd.;15.40;12.80;22.25;-;5.67 L;2.23 L;POWER - GENERATION & DISTRIBUTION;8,192.45;18.33;2.03;0.00%;1;38.48;0.84;9.57;7.59;-%;2.00;34.46
Tata Power Company Ltd.;93.25;75.90;101.75;-;38.63;40.39;POWER - GENERATION & DISTRIBUTION;25,222.01;-;55.64;130.00%;1;15.86;-;44.83;1.68;1.39%;1.00;31.96
Torrent Power Ltd.;290.40;171.50;303.80;-;5677;4257;POWER - GENERATION & DISTRIBUTION;13,957.11;18.71;143.24;22.00%;1;15.86;15.52;8.04;2.03;0.76%;10.00;23.90
A2Z Infra Engineering  Ltd.;42.00;33.65;52.70;-;34.83;21.38;POWER - TRANSMISSION & EQUIPMENT;611.29;-;41.59;0.00%;1;35.66;-;-;1.01;-%;10.00;48.79
BS Ltd.;1.62;1.10;2.71;-;19.57;14.17;POWER - TRANSMISSION & EQUIPMENT;71.55;-;3.28;0.00%;1;38.40;-;-;0.49;-%;1.00;42.41
GE Power India Ltd.;938.30;516.00;943.20;-;196;287;POWER - TRANSMISSION & EQUIPMENT;6,307.95;35.51;123.53;0.00%;1;18.66;26.42;26.57;7.60;-%;10.00;57.78
GE T&D India Ltd.;417.10;277.05;472.50;BUY;5000;3387;POWER - TRANSMISSION & EQUIPMENT;10,679.70;53.47;40.34;90.00%;1;18.66;7.80;37.11;10.34;0.43%;2.00;50.70
Indo Tech Transformers Ltd.;215.70;177.05;258.05;BUY;476;689;POWER - TRANSMISSION & EQUIPMENT;229.07;-;130.51;0.00%;1;18.66;-;-;1.65;-%;10.00;55.52
Jyoti Structures Ltd.;13.28;6.98;15.54;-;22.5;49.99;POWER - TRANSMISSION & EQUIPMENT;145.45;-;-126.59;0.00%;1;18.66;-;-;-;-%;2.00;63.06
Kalpataru Power Transmission Ltd.;487.25;262.50;535.95;-;4258;1002;POWER - TRANSMISSION & EQUIPMENT;7,477.37;25.90;161.50;100.00%;1;18.66;18.81;20.41;3.02;0.41%;2.00;59.78
KEC International Ltd.;366.90;140.50;395.00;-;5191;3078;POWER - TRANSMISSION & EQUIPMENT;9,432.57;26.82;64.40;80.00%;1;18.66;13.68;20.20;5.70;0.44%;2.00;46.56
Neueon Towers Ltd.;4.96;3.48;9.68;BUY;9177;2149;POWER - TRANSMISSION & EQUIPMENT;28.05;-;28.29;0.00%;1;18.66;-;-;0.18;-%;10.00;100
Sunil Hitech Engineers Ltd.;13.67;10.20;16.24;-;84.66;74.54;POWER - TRANSMISSION & EQUIPMENT;516.73;13.02;12.24;7.50%;1;40.61;1.05;7.12;1.12;0.55%;1.00;64.97
Tarapur Transformers Ltd.;8.47;5.53;11.25;-;-;6789;POWER - TRANSMISSION & EQUIPMENT;16.52;-;25.47;0.00%;1;18.70;-;-;0.33;-%;10.00;84.42
Transformers and Rectifiers India Ltd.;41.05;29.50;475.90;-;15.9;13.93;POWER - TRANSMISSION & EQUIPMENT;54.42;11.56;25.09;0.00%;1;18.66;3.55;32.58;1.64;-%;1.00;55.91
Ujaas Energy Ltd.;27.45;20.60;48.40;-;28.44;19.84;POWER - TRANSMISSION & EQUIPMENT;549.00;17.48;11.43;0.00%;1;18.70;1.57;13.86;2.40;-%;1.00;46.27
Voltamp Transformers Ltd.;1145.90;920.00;1367.00;-;1076;638;POWER - TRANSMISSION & EQUIPMENT;1,159.32;17.13;531.32;150.00%;1;18.66;66.91;15.77;2.16;1.31%;10.00;76.37
Archies Ltd.;43.10;22.60;55.25;-;10.23;2901;PRINTING & STATIONERY;145.59;-;31.73;0.00%;1;18.98;-;-;1.36;-%;2.00;57.06
DIC India Ltd.;589.65;432.65;635.00;-;170;601;PRINTING & STATIONERY;541.24;-;329.16;40.00%;1;18.98;-;46.76;1.79;0.68%;10.00;70.38
Esha Media Research Ltd.;7.61;4.50;8.70;-;-;400;PRINTING & STATIONERY;6.31;-;2.68;0.00%;1;18.98;-;-;2.84;-%;10.00;
Infomedia Press Ltd.;3.16;2.95;6.88;-;10;-;PRINTING & STATIONERY;15.86;-;-6.14;0.00%;1;18.98;-;-;-;-%;10.00;
MPS Ltd.;654.55;554.00;775.00;BUY;217;529;PRINTING & STATIONERY;1,218.57;17.32;184.98;0.00%;1;18.98;37.80;16.25;3.54;-%;10.00;58.22
Navneet Education Ltd.;157.35;115.10;193.60;-;876;1486;PRINTING & STATIONERY;3,675.04;23.59;31.07;125.00%;1;18.98;6.67;20.33;5.06;1.59%;2.00;86.13
Olympic Cards Ltd.;10.00;7.66;21.00;-;1100;645;PRINTING & STATIONERY;16.31;-;20.14;0.00%;1;37.72;-;6.76;0.50;-%;10.00;80.38
Orient Press Ltd.;190.00;59.50;228.00;-;140;47;PRINTING & STATIONERY;190.00;45.24;68.80;12.50%;1;18.98;4.20;18.34;2.76;0.66%;10.00;100
Rathi Graphic Technologies Ltd.;18.78;11.35;26.20;BUY;9699;7641;PRINTING & STATIONERY;30.87;-;21.69;0.00%;1;9.02;-;55.24;0.87;-%;10.00;92.51
Repro India Ltd.;750.15;381.30;862.95;BUY;139;340;PRINTING & STATIONERY;862.40;40.81;165.99;0.00%;1;18.98;18.38;20.84;4.52;-%;10.00;53.91
Sambhaav Media Ltd.;14.20;5.12;16.70;-;11.31;3475;PRINTING & STATIONERY;231.35;61.74;3.62;0.00%;1;18.98;0.23;35.50;3.92;-%;1.00;76.42
Sandesh Ltd.;1290.00;818.75;1509.00;BUY;47;335;PRINTING & STATIONERY;976.46;12.93;778.45;50.00%;1;18.98;99.80;11.72;1.66;0.39%;10.00;46.16
Sundaram Multi Pap Ltd.;4.82;2.55;6.50;-;1.71 L;1.48 L;PRINTING & STATIONERY;130.91;-;2.83;0.00%;1;18.98;-;-;1.70;-%;1.00;54.90
TCPL Packaging Ltd.;700.00;486.00;735.00;-;55;824;PRINTING & STATIONERY;637.00;26.19;195.96;62.50%;1;18.98;26.73;11.93;3.57;0.89%;10.00;70.14
Dynamatic Technologies Ltd.;2026.55;1943.25;3220.00;BUY;119;29;PUMPS;1,285.13;-;446.57;0.00%;1;209.52;-;61.79;4.54;-%;10.00;69.89
Kotia Enterprises Ltd.;18.05;18.00;37.00;-;500;500;PUMPS;12.67;31.67;9.08;0.00%;1;59.86;0.57;31.67;1.99;-%;10.00;100
Kirloskar Brothers Ltd.;383.15;191.00;395.90;BUY;5241;2463;PUMPS;3,042.55;70.82;105.53;50.00%;1;54.39;5.41;36.81;3.63;0.26%;2.00;56.38
KSB Pumps Ltd.;889.90;600.00;936.00;BUY;323;616;PUMPS;3,097.55;48.95;170.06;55.00%;1;54.39;18.18;33.44;5.23;0.62%;10.00;28.26
Roto Pumps Ltd.;131.50;54.15;156.70;BUY;2453;3041;PUMPS;203.22;26.14;40.82;20.00%;1;54.39;5.03;13.58;3.22;0.30%;2.00;72.22
Shakti Pumps (India) Ltd.;504.05;139.70;556.85;-;1374;4736;PUMPS;926.45;45.70;120.60;20.00%;1;54.39;11.03;28.02;4.18;0.40%;10.00;41.59
WPIL Ltd.;735.35;372.80;799.00;-;1213;3196;PUMPS;718.22;36.06;253.63;20.00%;1;54.39;20.39;31.36;2.90;0.27%;10.00;90.92
Yuken India Ltd.;4097.90;490.00;4140.00;-;428;449;PUMPS;1,229.37;263.70;182.63;10.00%;1;209.52;15.54;143.94;22.44;0.02%;10.00;75.26
Bharat Petroleum Corporation Ltd.;479.40;450.45;769.85;-;5674;5269;REFINERIES;103,993.98;14.41;137.83;310.00%;1;10.07;33.26;11.42;3.48;6.47%;10.00;50.14
Cals Refineries Ltd.;0.10;0.09;0.19;-;-;6.46 L;REFINERIES;82.94;-;-0.03;0.00%;1;10.07;* -;-;-;-%;1.00;
Chennai Petroleum Corporation Ltd.;446.90;317.30;477.10;-;5008;2486;REFINERIES;6,654.85;8.21;222.53;210.00%;1;10.07;54.43;5.78;2.01;4.70%;10.00;29.67
Hindustan Petroleum Corporation Ltd.;419.80;336.00;584.45;-;17.56;6065;REFINERIES;63,970.07;10.54;120.46;300.00%;1;10.07;39.82;7.44;3.48;7.15%;10.00;62.55
Indian Oil Corporation Ltd.;384.75;347.25;462.60;-;8280;11.93;REFINERIES;186,830.94;11.71;205.62;190.00%;1;10.07;32.87;8.42;1.87;4.94%;10.00;71.81
Mahanagar Gas Ltd.;1067.85;831.10;1345.00;-;1794;1778;REFINERIES;10,547.99;23.57;186.28;190.00%;1;38.27;45.31;19.44;5.73;1.78%;10.00;34.86
Mangalore Refinery and Petrochemicals Ltd.;128.10;97.20;146.25;-;15.7;6871;REFINERIES;22,450.79;6.97;57.46;60.00%;1;10.07;18.37;5.76;2.23;4.68%;10.00;49.64
Nagarjuna Oil Refinery Ltd.;4.66;2.56;6.08;-;90.27;54.73;REFINERIES;199.53;-;2.91;0.00%;1;15.80;-;-;1.60;-%;1.00;65.28
Reliance Industries Ltd.;924.65;780.00;1665.00;-;65.67;15.4;REFINERIES;585,627.40;17.94;455.22;110.00%;1;23.14;51.53;14.25;2.03;1.19%;10.00;45.61
Aditya Birla Fashion & Retail Ltd.;167.20;138.90;188.60;-;8815;6466;RETAIL;12,902.56;-;12.43;0.00%;1;202.62;-;58.06;13.45;-%;10.00;67.52
Cantabil Retail India Ltd.;120.00;61.10;130.40;-;320;887;RETAIL;195.93;40.96;50.45;0.00%;1;49.97;2.93;15.42;2.38;-%;10.00;61.82
Future Enterprises Ltd.;46.20;17.05;62.05;BUY;29.62;22.64;RETAIL;2,279.38;-;77.30;0.00%;1;60.05;-;6.55;0.60;-%;2.00;54.23
Future Lifestyle Fashions Ltd.;369.40;139.00;410.55;-;2915;326;RETAIL;7,033.16;85.91;87.88;40.00%;1;202.62;4.30;26.18;4.20;0.22%;2.00;57.25
Future Retail Ltd.;540.25;156.20;660.00;-;280;1393;RETAIL;27,119.21;51.65;50.99;0.00%;1;114.38;10.46;48.63;10.60;-%;2.00;70.67
Kewal Kiran Clothing Ltd.;1842.00;1575.00;2199.95;BUY;686;15;RETAIL;2,270.27;26.22;290.51;190.00%;1;60.05;70.26;24.84;6.34;1.03%;10.00;61.43
Provogue (India) Ltd.;6.92;3.80;11.11;-;925;8918;RETAIL;161.50;-;8.89;0.00%;1;60.05;-;-;0.78;-%;1.00;100
Prozone Intu Properties Ltd.;65.35;32.80;78.35;-;6535;2491;CONSTRUCTION & CONTRACTING - REAL ESTATE;997.26;297.05;27.09;0.00%;1;40.61;0.22;233.39;2.41;-%;2.00;83.24
Shoppers Stop Ltd.;522.05;280.80;602.00;-;538;752;RETAIL;4,361.60;-;91.06;15.00%;1;114.38;-;59.80;5.73;0.14%;5.00;46.44
The Mandhana Retail Ventures Ltd.;173.70;123.50;245.40;BUY;3202;1852;RETAIL;383.57;44.42;37.88;0.00%;1;114.38;3.91;31.87;4.59;-%;10.00;68.68
Trent Ltd.;337.35;195.00;361.35;-;1161;2362;RETAIL;11,210.70;86.50;46.37;100.00%;1;60.05;3.90;67.07;7.28;0.30%;1.00;66.14
Apar Industries Ltd.;816.45;617.00;909.00;-;140;497;ELECTRIC EQUIPMENT;3,124.44;19.71;247.74;100.00%;1;18.70;41.42;15.47;3.30;1.22%;10.00;58.26
Apcotex Industries Ltd.;517.05;305.00;529.00;BUY;74;677;RUBBER;1,072.26;47.87;99.46;90.00%;1;36.00;10.80;31.07;5.20;0.87%;5.00;61.02
Cosco (India) Ltd.;417.65;207.15;442.90;BUY;373;441;RUBBER;173.78;28.05;72.93;0.00%;1;36.00;14.89;24.14;5.73;-%;10.00;53.94
Eastern Treads Ltd.;96.35;82.00;153.85;SELL;210;346;RUBBER;50.41;-;19.73;5.00%;1;36.00;-;-;4.88;0.52%;10.00;95.69
Indag Rubber Ltd.;190.80;165.00;235.00;-;1988;7533;RUBBER;500.85;33.30;65.37;120.00%;1;36.00;5.73;27.81;2.92;1.26%;2.00;96.42
Mahalaxmi Rubtech Ltd.;56.30;38.60;70.70;-;1742;2160;RUBBER;64.58;25.25;52.97;0.00%;1;36.00;2.23;6.09;1.06;-%;10.00;72.52
MM Rubber Company Ltd.;61.00;13.35;65.30;-;550;100;RUBBER;30.38;56.48;2.02;0.00%;50;36.00;1.08;48.80;30.20;-%;2.00;100
Pix Transmissions Ltd.;186.25;88.50;198.85;BUY;5140;2814;RUBBER;253.77;16.34;120.99;20.00%;1;36.00;11.40;9.15;1.54;1.07%;10.00;69.31
Rishiroop Ltd.;141.45;34.80;154.60;BUY;1381;6628;RUBBER;137.22;17.29;57.50;10.00%;1;36.00;8.18;16.18;2.46;0.71%;10.00;89.46
Rubfila International Ltd.;90.15;40.05;100.00;-;4712;9041;RUBBER;389.61;17.82;18.76;15.00%;1;36.00;5.06;15.65;4.81;0.83%;5.00;82.41
Somi Conveyor Beltings Ltd.;73.65;42.00;87.00;-;1425;1350;RUBBER;86.76;133.91;44.37;0.00%;1;37.72;0.55;13.69;1.66;-%;10.00;70.06
Vamshi Rubber Ltd.;52.00;38.05;77.00;-;40;126;RUBBER;21.88;-;37.49;0.00%;1;36.00;-;-;1.39;-%;10.00;78.79
ABG Shipyard Ltd.;13.10;9.39;34.00;-;3192;241;SHIPPING;130.59;-;-315.69;0.00%;1;26.67;-;-;-;-%;10.00;100
Bharati Defence and Infrastructure Ltd.;7.08;4.88;18.04;-;1788;29;SHIPPING;35.61;-;-590.24;0.00%;1;26.67;-;-;-;-%;10.00;100
Chowgule Steamships Ltd.;17.70;12.90;19.20;-;100;4766;SHIPPING;64.27;-;33.28;0.00%;1;16.52;-;-;0.53;-%;10.00;100
Essar Shipping Ltd.;29.40;23.15;35.85;-;8818;6259;SHIPPING;608.51;-;85.04;0.00%;1;16.52;-;20.00;0.35;-%;10.00;55.95
Global Offshore Services Ltd.;39.00;30.00;73.40;-;6080;4381;SHIPPING;96.44;-;167.85;0.00%;1;16.52;-;20.74;0.23;-%;10.00;100
Great Eastern Shipping Company Ltd.;438.65;350.00;477.00;-;5558;1817;SHIPPING;6,613.84;14.83;342.36;101.00%;1;16.52;29.57;8.07;1.28;2.30%;10.00;56.60
Gujarat Pipavav Port Ltd.;154.65;126.25;179.00;-;14.55;12.27;SHIPPING;7,476.40;32.42;41.77;38.00%;1;26.67;4.77;22.19;3.70;2.46%;10.00;41.60
Hariyana Ship Breakers Ltd.;95.45;65.25;117.45;-;1625;676;SHIPPING;58.86;7.17;185.74;0.00%;1;26.67;13.32;5.79;0.51;-%;10.00;89.81
Mercator Ltd.;44.05;32.75;55.20;-;92.33;56.41;SHIPPING;1,332.33;-;27.27;5.00%;1;23.14;-;19.07;1.62;0.11%;1.00;44.38
Reliance Naval and Engineering Ltd.;54.15;33.70;72.60;-;23.78;28.1;SHIPPING;3,994.06;-;15.89;0.00%;1;26.67;-;-;3.41;-%;10.00;15.18
Seamec Ltd.;180.00;78.35;194.00;-;1222;200;SHIPPING;457.65;-;106.35;0.00%;1;16.52;-;-;1.69;-%;10.00;100
Shipping Corporation of India Ltd.;92.85;61.70;113.50;-;17.38;22.05;SHIPPING;4,324.94;257.92;147.43;0.00%;1;16.52;0.36;7.42;0.63;-%;10.00;47.46
Shreyas Shipping Ltd.;588.20;209.50;645.00;-;50;435;SHIPPING;1,291.54;35.56;106.93;10.00%;1;16.52;16.54;23.98;5.50;0.17%;10.00;57.99
Shahi Shipping Ltd.;8.56;7.75;13.68;-;1312;-;SHIPPING;12.41;-;14.29;0.00%;1;16.52;-;11.89;0.60;-%;10.00;100
Bhushan Steel Ltd.;69.20;40.60;102.80;-;31.99;29.18;STEEL - CR & HR STRIPS;1,567.48;-;-54.90;0.00%;1;29.39;-;-;-;-%;2.00;60.64
Mahamaya Steel Industries Ltd.;101.95;55.00;194.40;-;4519;8434;STEEL - CR & HR STRIPS;141.41;58.26;58.47;0.00%;1;29.39;1.75;15.78;1.74;-%;10.00;37.62
Pennar Industries Ltd.;66.95;40.00;79.00;-;14.05;5912;STEEL - CR & HR STRIPS;805.74;24.00;30.40;0.00%;1;29.39;2.79;17.81;2.20;-%;5.00;55.57
